post_title,meta:product_tabs_tab_considerations,meta:product_tabs_tab_features,meta:product_tabs_tab_manuals,meta:product_tabs_tab_product_details,meta:product_tabs_tab_specifications,meta:product_tabs_tab_upgrade,meta:product_tabs_tab_video,sku
Spirit FX & Fiesta - Right - Front Upper Main Arm  - WHITE Curved Arms for Argosy,"
<div class=""plus-title plus-title-orange""><span class=""plus"">+</span><a name=""consider""><h2 class=""plus-title-text"">Important Considerations</h2></a></div><!-- /.plus-title plus-title-orange --><ul class=""list-arrows""> <li>Works exclusively with Carefree Spirit and Fiesta Awnings.</li> <li>Fits Carefree OEM Curved Arm Applications for Argosy 1986 and Newer with an awning rail to floor line height of 72"" to 84"".</li> <li>Works with Carefree 1997 and Newer model arms.</li> <li>WARNING: This replacement part requires working with the awning roller spring (s) which are under tension!</li> <li> </li></ul><!-- /.list-arrows list-arrows-triple --> <br/>
",,,,,,,R00410-312-55
"SPIRIT FIESTA,#1 ARM,FR,CURV,WHT",,,,,,,,R00410-313-55
Spirit FX & Fiesta - Right - Front Upper Main Arm - SATIN for Short Straight Arms,"
<div class=""plus-title plus-title-orange""><span class=""plus"">+</span><a name=""consider""><h2 class=""plus-title-text"">Important Considerations</h2></a></div><!-- /.plus-title plus-title-orange --><ul class=""list-arrows""> <li>Works exclusively with Carefree Spirit and Fiesta Awnings.</li> <li>Fits Carefree Short Straight Arms with an awning rail to floor line height of 63"" to 68"".</li> <li>Works with Carefree 1997 and Newer model arms.</li> <li>WARNING: This replacement part requires working with the awning roller spring (s) which are under tension!</li> <li> </li></ul><!-- /.list-arrows list-arrows-triple --> <br/>
",,,,,,,R00410-315-06
Spirit FX & Fiesta - Right - Front Upper Main Arm - WHITE for Short Straight Arms,"
<div class=""plus-title plus-title-orange""><span class=""plus"">+</span><a name=""consider""><h2 class=""plus-title-text"">Important Considerations</h2></a></div><!-- /.plus-title plus-title-orange --><ul class=""list-arrows""> <li>Works exclusively with Carefree Spirit and Fiesta Awnings.</li> <li>Fits Carefree Short Straight Arms with an awning rail to floor line height of 63"" to 68"".</li> <li>Works with Carefree 1997 and Newer model arms.</li> <li>WARNING: This replacement part requires working with the awning roller spring (s) which are under tension!</li> <li> </li></ul><!-- /.list-arrows list-arrows-triple --> <br/>
",,,,,,,R00410-315-55
Spirit FX & Fiesta - Right - Front Upper Main Arm - BLACK for Short Straight Arms,"
<div class=""plus-title plus-title-orange""><span class=""plus"">+</span><a name=""consider""><h2 class=""plus-title-text"">Important Considerations</h2></a></div><!-- /.plus-title plus-title-orange --><ul class=""list-arrows""> <li>Works exclusively with Carefree Spirit and Fiesta Awnings.</li> <li>Fits Carefree Short Straight Arms with an awning rail to floor line height of 63"" to 68"".</li> <li>Works with Carefree 1997 and Newer model arms.</li> <li>WARNING: This replacement part requires working with the awning roller spring (s) which are under tension!</li> <li> </li></ul><!-- /.list-arrows list-arrows-triple --> <br/>
",,,,,,,R00410-315-66
Spirit FX & Fiesta - Right - Front Upper Main Arm - SATIN for Long Straight Arms,"
<div class=""plus-title plus-title-orange""><span class=""plus"">+</span><a name=""consider""><h2 class=""plus-title-text"">Important Considerations</h2></a></div><!-- /.plus-title plus-title-orange --><ul class=""list-arrows""> <li>Works exclusively with Carefree Spirit and Fiesta Awnings.</li> <li>Fits Carefree Long Straight Arms with an awning rail to floor line height of 81"" to 96"".</li> <li>Works with Carefree 1997 and Newer model arms.</li> <li>WARNING: This replacement part requires working with the awning roller spring (s) which are under tension!</li> <li> </li></ul><!-- /.list-arrows list-arrows-triple --> <br/>
",,,,,,,R00410-316-06
Spirit FX & Fiesta - Right - Front Upper Main Arm - WHITE for Long Straight Arms,"
<div class=""plus-title plus-title-orange""><span class=""plus"">+</span><a name=""consider""><h2 class=""plus-title-text"">Important Considerations</h2></a></div><!-- /.plus-title plus-title-orange --><ul class=""list-arrows""> <li>Works exclusively with Carefree Spirit and Fiesta Awnings.</li> <li>Fits Carefree Long Straight Arms with an awning rail to floor line height of 81"" to 96"".</li> <li>Works with Carefree 1997 and Newer model arms.</li> <li>WARNING: This replacement part requires working with the awning roller spring (s) which are under tension!</li> <li> </li></ul><!-- /.list-arrows list-arrows-triple --> <br/>
",,,,,,,R00410-316-55
Spirit FX & Fiesta - Right - Front Upper Main Arm - SATIN for Pickup Straight Arms,"
<div class=""plus-title plus-title-orange""><span class=""plus"">+</span><a name=""consider""><h2 class=""plus-title-text"">Important Considerations</h2></a></div><!-- /.plus-title plus-title-orange --><ul class=""list-arrows""> <li>Works exclusively with Carefree Spirit and Fiesta Awnings.</li> <li>Fits Carefree Pickup Camper Straight Arms with an awning rail to floor line height of 56"" minimum.</li> <li>Works with Carefree 1997 and Newer model arms.</li> <li>WARNING: This replacement part requires working with the awning roller spring (s) which are under tension!</li> <li> </li></ul><!-- /.list-arrows list-arrows-triple --> <br/>
",,,,,,,R00410-317-06
Spirit FX & Fiesta - Right - Front Upper Main Arm - WHITE for Pickup Straight Arms,"
<div class=""plus-title plus-title-orange""><span class=""plus"">+</span><a name=""consider""><h2 class=""plus-title-text"">Important Considerations</h2></a></div><!-- /.plus-title plus-title-orange --><ul class=""list-arrows""> <li>Works exclusively with Carefree Spirit and Fiesta Awnings.</li> <li>Fits Carefree Pickup Camper Straight Arms with an awning rail to floor line height of 56"" minimum.</li> <li>Works with Carefree 1997 and Newer model arms.</li> <li>WARNING: This replacement part requires working with the awning roller spring (s) which are under tension!</li> <li> </li></ul><!-- /.list-arrows list-arrows-triple --> <br/>
",,,,,,,R00410-317-55
Spirit FX & Fiesta - Right - Front Upper Main Arm - BLACK for Pickup Straight Arms,"
<div class=""plus-title plus-title-orange""><span class=""plus"">+</span><a name=""consider""><h2 class=""plus-title-text"">Important Considerations</h2></a></div><!-- /.plus-title plus-title-orange --><ul class=""list-arrows""> <li>Works exclusively with Carefree Spirit and Fiesta Awnings.</li> <li>Fits Carefree Pickup Camper Straight Arms with an awning rail to floor line height of 56"" minimum.</li> <li>Works with Carefree 1997 and Newer model arms.</li> <li>WARNING: This replacement part requires working with the awning roller spring (s) which are under tension!</li> <li> </li></ul><!-- /.list-arrows list-arrows-triple --> <br/>
",,,,,,,R00410-317-66
Spirit FX & Fiesta - Right - Front Upper Main Arm - SATIN  Straight Gooseneck Standard,"
<div class=""plus-title plus-title-orange""><span class=""plus"">+</span><a name=""consider""><h2 class=""plus-title-text"">Important Considerations</h2></a></div><!-- /.plus-title plus-title-orange --><ul class=""list-arrows""> <li>Works exclusively with Carefree Spirit and Fiesta Awnings.</li> <li>Fits Carefree Gooseneck Standard with an awning rail to floor line height of 56"" ( right arm ).</li> <li>Works with Carefree 1997 and Newer model arms.</li> <li>WARNING: This replacement part requires working with the awning roller spring (s) which are under tension!</li> <li> </li></ul><!-- /.list-arrows list-arrows-triple --> <br/>
",,,,,,,R00410-321-06
Spirit FX & Fiesta - Right - Front  Upper Main Arm - WHITE  Straight Gooseneck Standard,"
<div class=""plus-title plus-title-orange""><span class=""plus"">+</span><a name=""consider""><h2 class=""plus-title-text"">Important Considerations</h2></a></div><!-- /.plus-title plus-title-orange --><ul class=""list-arrows""> <li>Works exclusively with Carefree Spirit and Fiesta Awnings.</li> <li>Fits Carefree Gooseneck Standard with an awning rail to floor line height of 56"" ( right arm ).</li> <li>Works with Carefree 1997 and Newer model arms.</li> <li>WARNING: This replacement part requires working with the awning roller spring (s) which are under tension!</li> <li> </li></ul><!-- /.list-arrows list-arrows-triple --> <br/>
",,,,,,,R00410-321-55
Spirit FX & Fiesta - Right - Front Upper Main Arm - BLACK  Straight Gooseneck Standard,"
<div class=""plus-title plus-title-orange""><span class=""plus"">+</span><a name=""consider""><h2 class=""plus-title-text"">Important Considerations</h2></a></div><!-- /.plus-title plus-title-orange --><ul class=""list-arrows""> <li>Works exclusively with Carefree Spirit and Fiesta Awnings.</li> <li>Fits Carefree Gooseneck Standard with an awning rail to floor line height of 56"" ( right arm ).</li> <li>Works with Carefree 1997 and Newer model arms.</li> <li>WARNING: This replacement part requires working with the awning roller spring (s) which are under tension!</li> <li> </li></ul><!-- /.list-arrows list-arrows-triple --> <br/>
",,,,,,,R00410-321-66
Spirit FX & Fiesta - Right - Front Upper Main Arm - SATIN for Gooseneck Short Straight  Arms,"
<div class=""plus-title plus-title-orange""><span class=""plus"">+</span><a name=""consider""><h2 class=""plus-title-text"">Important Considerations</h2></a></div><!-- /.plus-title plus-title-orange --><ul class=""list-arrows""> <li>Works exclusively with Carefree Spirit and Fiesta Awnings.</li> <li>Fits Carefree Gooseneck Short with an awning rail to floor line height of 54"" ( right arm ).</li> <li>Works with Carefree 1997 and Newer model arms.</li> <li>WARNING: This replacement part requires working with the awning roller spring (s) which are under tension!</li> <li> </li></ul><!-- /.list-arrows list-arrows-triple --> <br/>
",,,,,,,R00410-322-06
Spirit FX & Fiesta - Right - Front Upper Main Arm - WHITE for Gooseneck Short Straight Arms,"
<div class=""plus-title plus-title-orange""><span class=""plus"">+</span><a name=""consider""><h2 class=""plus-title-text"">Important Considerations</h2></a></div><!-- /.plus-title plus-title-orange --><ul class=""list-arrows""> <li>Works exclusively with Carefree Spirit and Fiesta Awnings.</li> <li>Fits Carefree Gooseneck Short with an awning rail to floor line height of 54"" ( right arm ).</li> <li>Works with Carefree 1997 and Newer model arms.</li> <li>WARNING: This replacement part requires working with the awning roller spring (s) which are under tension!</li> <li> </li></ul><!-- /.list-arrows list-arrows-triple --> <br/>
",,,,,,,R00410-322-55
Spirit FX & Fiesta - Right - Front Upper Main Arm - BLACK  for Gooseneck Short Straight Arms,"
<div class=""plus-title plus-title-orange""><span class=""plus"">+</span><a name=""consider""><h2 class=""plus-title-text"">Important Considerations</h2></a></div><!-- /.plus-title plus-title-orange --><ul class=""list-arrows""> <li>Works exclusively with Carefree Spirit and Fiesta Awnings.</li> <li>Fits Carefree Gooseneck Short with an awning rail to floor line height of 54"" ( right arm ).</li> <li>Works with Carefree 1997 and Newer model arms.</li> <li>WARNING: This replacement part requires working with the awning roller spring (s) which are under tension!</li> <li> </li></ul><!-- /.list-arrows list-arrows-triple --> <br/>
",,,,,,,R00410-322-66
Spirit FX & Fiesta - Left - Rear Upper Main Arm - SATIN for Universal Straight Arms,"
<div class=""plus-title plus-title-orange""><span class=""plus"">+</span><a name=""consider""><h2 class=""plus-title-text"">Important Considerations</h2></a></div><!-- /.plus-title plus-title-orange --><ul class=""list-arrows""> <li>Works exclusively with Carefree Spirit and Fiesta Awnings.</li> <li>Fits Carefree Universal Straight Arms with an awning rail to floor line height of 68"" to 81"".</li> <li>Works with Carefree 1997 and Newer model arms.</li> <li>WARNING: This replacement part requires working with the awning roller spring (s) which are under tension!</li> <li> </li></ul><!-- /.list-arrows list-arrows-triple --> <br/>
",,,,,,,R00411-301-06
Spirit FX & Fiesta - Left - Rear Upper Main Arm - WHITE for Universal Straight Arms,"
<div class=""plus-title plus-title-orange""><span class=""plus"">+</span><a name=""consider""><h2 class=""plus-title-text"">Important Considerations</h2></a></div><!-- /.plus-title plus-title-orange --><ul class=""list-arrows""> <li>Works exclusively with Carefree Spirit and Fiesta Awnings.</li> <li>Fits Carefree Universal Straight Arms with an awning rail to floor line height of 68"" to 81"".</li> <li>Works with Carefree 1997 and Newer model arms.</li> <li>WARNING: This replacement part requires working with the awning roller spring (s) which are under tension!</li> <li> </li></ul><!-- /.list-arrows list-arrows-triple --> <br/>
",,,,,,,R00411-301-55
Spirit FX & Fiesta - Left - Rear Upper Main Arm - BLACK for Universal Straight Arms,"
<div class=""plus-title plus-title-orange""><span class=""plus"">+</span><a name=""consider""><h2 class=""plus-title-text"">Important Considerations</h2></a></div><!-- /.plus-title plus-title-orange --><ul class=""list-arrows""> <li>Works exclusively with Carefree Spirit and Fiesta Awnings.</li> <li>Fits Carefree Universal Straight Arms with an awning rail to floor line height of 68"" to 81"".</li> <li>Works with Carefree 1997 and Newer model arms.</li> <li>WARNING: This replacement part requires working with the awning roller spring (s) which are under tension!</li> <li> </li></ul><!-- /.list-arrows list-arrows-triple --> <br/>
",,,,,,,R00411-301-66
"Spirit FX & Fiesta - Left Upper Main Arm  - WHITE Curved Arms Winnebago, LeSharo, Itasca and Phasar","
<div class=""plus-title plus-title-orange""><span class=""plus"">+</span><a name=""consider""><h2 class=""plus-title-text"">Important Considerations</h2></a></div><!-- /.plus-title plus-title-orange --><ul class=""list-arrows""> <li>Works exclusively with Carefree Spirit and Fiesta Awnings.</li> <li>Fits Carefree OEM Curved Arm Applications for Winnebego, LeSharo, Itasca and Phasar with an awning rail to floor line height of 66"" to 70"".</li> <li>Works with Carefree 1997 and Newer model arms.</li> <li>WARNING: This replacement part requires working with the awning roller spring (s) which are under tension!</li> <li> </li></ul><!-- /.list-arrows list-arrows-triple --> <br/>
",,,,,,,R00411-311-55
Spirit FX & Fiesta - Left - Rear Main Arm  - WHITE Curved Arms for Argosy,"
<div class=""plus-title plus-title-orange""><span class=""plus"">+</span><a name=""consider""><h2 class=""plus-title-text"">Important Considerations</h2></a></div><!-- /.plus-title plus-title-orange --><ul class=""list-arrows""> <li>Works exclusively with Carefree Spirit and Fiesta Awnings.</li> <li>Fits Carefree OEM Curved Arm Applications for Argosy 1986 and Newer with an awning rail to floor line height of 72"" to 84"".</li> <li>Works with Carefree 1997 and Newer model arms.</li> <li>WARNING: This replacement part requires working with the awning roller spring (s) which are under tension!</li> <li> </li></ul><!-- /.list-arrows list-arrows-triple --> <br/>
",,,,,,,R00411-312-55
